week;climatic_year;min_value;max_value
36;1994;279.199;6218.376
36;1995;279.199;6218.376
36;1996;279.199;6218.376
36;1997;279.199;6218.376
36;1998;279.199;6218.376
36;1999;279.199;6218.376
36;2000;279.199;6218.376
36;2001;279.199;6218.376
36;2002;279.199;6218.376
36;2003;279.199;6218.376
36;2004;279.199;6218.376
36;2005;279.199;6218.376
36;2006;279.199;6218.376
36;2007;279.199;6218.376
36;2008;279.199;6218.376
36;2009;279.199;6218.376
36;2010;279.199;6218.376
36;2011;279.199;6218.376
36;2012;279.199;6218.376
36;2013;279.199;6218.376
36;2014;279.199;6218.376
36;2015;279.199;6218.376
36;2016;279.199;6218.376
36;2017;279.199;6218.376
37;1982;224.55;6078.619
37;1983;224.55;6078.619
37;1984;224.55;6078.619
37;1985;224.55;6078.619
37;1986;224.55;6078.619
37;1987;224.55;6078.619
37;1988;224.55;6078.619
37;1989;224.55;6078.619
37;1990;224.55;6078.619
37;1991;224.55;6078.619
37;1992;224.55;6078.619
37;1993;224.55;6078.619
37;1994;224.55;6078.619
37;1995;224.55;6078.619
37;1996;224.55;6078.619
37;1997;224.55;6078.619
37;1998;224.55;6078.619
37;1999;224.55;6078.619
37;2000;224.55;6078.619
37;2001;224.55;6078.619
37;2002;224.55;6078.619
37;2003;224.55;6078.619
37;2004;224.55;6078.619
37;2005;224.55;6078.619
37;2006;224.55;6078.619
37;2007;224.55;6078.619
37;2008;224.55;6078.619
37;2009;224.55;6078.619
37;2010;224.55;6078.619
37;2011;224.55;6078.619
37;2012;224.55;6078.619
37;2013;224.55;6078.619
37;2014;224.55;6078.619
37;2015;224.55;6078.619
37;2016;224.55;6078.619
37;2017;224.55;6078.619
38;1982;176.717;6434.329
38;1983;176.717;6434.329
38;1984;176.717;6434.329
38;1985;176.717;6434.329
38;1986;176.717;6434.329
38;1987;176.717;6434.329
38;1988;176.717;6434.329
38;1989;176.717;6434.329
38;1990;176.717;6434.329
38;1991;176.717;6434.329
38;1992;176.717;6434.329
38;1993;176.717;6434.329
38;1994;176.717;6434.329
38;1995;176.717;6434.329
38;1996;176.717;6434.329
38;1997;176.717;6434.329
38;1998;176.717;6434.329
38;1999;176.717;6434.329
38;2000;176.717;6434.329
38;2001;176.717;6434.329
38;2002;176.717;6434.329
38;2003;176.717;6434.329
38;2004;176.717;6434.329
38;2005;176.717;6434.329
38;2006;176.717;6434.329
38;2007;176.717;6434.329
38;2008;176.717;6434.329
38;2009;176.717;6434.329
38;2010;176.717;6434.329
38;2011;176.717;6434.329
38;2012;176.717;6434.329
38;2013;176.717;6434.329
38;2014;176.717;6434.329
38;2015;176.717;6434.329
38;2016;176.717;6434.329
38;2017;176.717;6434.329
39;1982;118.201;6419.607
39;1983;118.201;6419.607
39;1984;118.201;6419.607
39;1985;118.201;6419.607
39;1986;118.201;6419.607
39;1987;118.201;6419.607
39;1988;118.201;6419.607
39;1989;118.201;6419.607
39;1990;118.201;6419.607
39;1991;118.201;6419.607
39;1992;118.201;6419.607
39;1993;118.201;6419.607
39;1994;118.201;6419.607
39;1995;118.201;6419.607
39;1996;118.201;6419.607
39;1997;118.201;6419.607
39;1998;118.201;6419.607
39;1999;118.201;6419.607
39;2000;118.201;6419.607
39;2001;118.201;6419.607
39;2002;118.201;6419.607
39;2003;118.201;6419.607
39;2004;118.201;6419.607
39;2005;118.201;6419.607
39;2006;118.201;6419.607
39;2007;118.201;6419.607
39;2008;118.201;6419.607
39;2009;118.201;6419.607
39;2010;118.201;6419.607
39;2011;118.201;6419.607
39;2012;118.201;6419.607
39;2013;118.201;6419.607
39;2014;118.201;6419.607
39;2015;118.201;6419.607
39;2016;118.201;6419.607
39;2017;118.201;6419.607
40;1982;97.286;6381.83
40;1983;97.286;6381.83
40;1984;97.286;6381.83
40;1985;97.286;6381.83
40;1986;97.286;6381.83
40;1987;97.286;6381.83
40;1988;97.286;6381.83
40;1989;97.286;6381.83
40;1990;97.286;6381.83
40;1991;97.286;6381.83
40;1992;97.286;6381.83
40;1993;97.286;6381.83
40;1994;97.286;6381.83
40;1995;97.286;6381.83
40;1996;97.286;6381.83
40;1997;97.286;6381.83
40;1998;97.286;6381.83
40;1999;97.286;6381.83
40;2000;97.286;6381.83
40;2001;97.286;6381.83
40;2002;97.286;6381.83
40;2003;97.286;6381.83
40;2004;97.286;6381.83
40;2005;97.286;6381.83
40;2006;97.286;6381.83
40;2007;97.286;6381.83
40;2008;97.286;6381.83
40;2009;97.286;6381.83
40;2010;97.286;6381.83
40;2011;97.286;6381.83
40;2012;97.286;6381.83
40;2013;97.286;6381.83
40;2014;97.286;6381.83
40;2015;97.286;6381.83
40;2016;97.286;6381.83
40;2017;97.286;6381.83
41;1982;97.194;6360.457
41;1983;97.194;6360.457
41;1984;97.194;6360.457
41;1985;97.194;6360.457
41;1986;97.194;6360.457
41;1987;97.194;6360.457
41;1988;97.194;6360.457
41;1989;97.194;6360.457
41;1990;97.194;6360.457
41;1991;97.194;6360.457
41;1992;97.194;6360.457
41;1993;97.194;6360.457
41;1994;97.194;6360.457
41;1995;97.194;6360.457
41;1996;97.194;6360.457
41;1997;97.194;6360.457
41;1998;97.194;6360.457
41;1999;97.194;6360.457
41;2000;97.194;6360.457
41;2001;97.194;6360.457
41;2002;97.194;6360.457
41;2003;97.194;6360.457
41;2004;97.194;6360.457
41;2005;97.194;6360.457
41;2006;97.194;6360.457
41;2007;97.194;6360.457
41;2008;97.194;6360.457
41;2009;97.194;6360.457
41;2010;97.194;6360.457
41;2011;97.194;6360.457
41;2012;97.194;6360.457
41;2013;97.194;6360.457
41;2014;97.194;6360.457
41;2015;97.194;6360.457
41;2016;97.194;6360.457
41;2017;97.194;6360.457
42;1982;88.036;6153.544
42;1983;88.036;6153.544
42;1984;88.036;6153.544
42;1985;88.036;6153.544
42;1986;88.036;6153.544
42;1987;88.036;6153.544
42;1988;88.036;6153.544
42;1989;88.036;6153.544
42;1990;88.036;6153.544
42;1991;88.036;6153.544
42;1992;88.036;6153.544
42;1993;88.036;6153.544
42;1994;88.036;6153.544
42;1995;88.036;6153.544
42;1996;88.036;6153.544
42;1997;88.036;6153.544
42;1998;88.036;6153.544
42;1999;88.036;6153.544
42;2000;88.036;6153.544
42;2001;88.036;6153.544
42;2002;88.036;6153.544
42;2003;88.036;6153.544
42;2004;88.036;6153.544
42;2005;88.036;6153.544
42;2006;88.036;6153.544
42;2007;88.036;6153.544
42;2008;88.036;6153.544
42;2009;88.036;6153.544
42;2010;88.036;6153.544
42;2011;88.036;6153.544
42;2012;88.036;6153.544
42;2013;88.036;6153.544
42;2014;88.036;6153.544
42;2015;88.036;6153.544
42;2016;88.036;6153.544
42;2017;88.036;6153.544
43;1982;79.004;6184.942
43;1983;79.004;6184.942
43;1984;79.004;6184.942
43;1985;79.004;6184.942
43;1986;79.004;6184.942
43;1987;79.004;6184.942
43;1988;79.004;6184.942
43;1989;79.004;6184.942
43;1990;79.004;6184.942
43;1991;79.004;6184.942
43;1992;79.004;6184.942
43;1993;79.004;6184.942
43;1994;79.004;6184.942
43;1995;79.004;6184.942
43;1996;79.004;6184.942
43;1997;79.004;6184.942
43;1998;79.004;6184.942
43;1999;79.004;6184.942
43;2000;79.004;6184.942
43;2001;79.004;6184.942
43;2002;79.004;6184.942
43;2003;79.004;6184.942
43;2004;79.004;6184.942
43;2005;79.004;6184.942
43;2006;79.004;6184.942
43;2007;79.004;6184.942
43;2008;79.004;6184.942
43;2009;79.004;6184.942
43;2010;79.004;6184.942
43;2011;79.004;6184.942
43;2012;79.004;6184.942
43;2013;79.004;6184.942
43;2014;79.004;6184.942
43;2015;79.004;6184.942
43;2016;79.004;6184.942
43;2017;79.004;6184.942
44;1982;82.261;6828.056
44;1983;82.261;6828.056
44;1984;82.261;6828.056
44;1985;82.261;6828.056
44;1986;82.261;6828.056
44;1987;82.261;6828.056
44;1988;82.261;6828.056
44;1989;82.261;6828.056
44;1990;82.261;6828.056
44;1991;82.261;6828.056
44;1992;82.261;6828.056
44;1993;82.261;6828.056
44;1994;82.261;6828.056
44;1995;82.261;6828.056
44;1996;82.261;6828.056
44;1997;82.261;6828.056
44;1998;82.261;6828.056
44;1999;82.261;6828.056
44;2000;82.261;6828.056
44;2001;82.261;6828.056
44;2002;82.261;6828.056
44;2003;82.261;6828.056
44;2004;82.261;6828.056
44;2005;82.261;6828.056
44;2006;82.261;6828.056
44;2007;82.261;6828.056
44;2008;82.261;6828.056
44;2009;82.261;6828.056
44;2010;82.261;6828.056
44;2011;82.261;6828.056
44;2012;82.261;6828.056
44;2013;82.261;6828.056
44;2014;82.261;6828.056
44;2015;82.261;6828.056
44;2016;82.261;6828.056
44;2017;82.261;6828.056
45;1982;82.292;6841.016
45;1983;82.292;6841.016
45;1984;82.292;6841.016
45;1985;82.292;6841.016
45;1986;82.292;6841.016
45;1987;82.292;6841.016
45;1988;82.292;6841.016
45;1989;82.292;6841.016
45;1990;82.292;6841.016
45;1991;82.292;6841.016
45;1992;82.292;6841.016
45;1993;82.292;6841.016
45;1994;82.292;6841.016
45;1995;82.292;6841.016
45;1996;82.292;6841.016
45;1997;82.292;6841.016
45;1998;82.292;6841.016
45;1999;82.292;6841.016
45;2000;82.292;6841.016
45;2001;82.292;6841.016
45;2002;82.292;6841.016
45;2003;82.292;6841.016
45;2004;82.292;6841.016
45;2005;82.292;6841.016
45;2006;82.292;6841.016
45;2007;82.292;6841.016
45;2008;82.292;6841.016
45;2009;82.292;6841.016
45;2010;82.292;6841.016
45;2011;82.292;6841.016
45;2012;82.292;6841.016
45;2013;82.292;6841.016
45;2014;82.292;6841.016
45;2015;82.292;6841.016
45;2016;82.292;6841.016
45;2017;82.292;6841.016
46;1982;81.031;6881.918
46;1983;81.031;6881.918
46;1984;81.031;6881.918
46;1985;81.031;6881.918
46;1986;81.031;6881.918
46;1987;81.031;6881.918
46;1988;81.031;6881.918
46;1989;81.031;6881.918
46;1990;81.031;6881.918
46;1991;81.031;6881.918
46;1992;81.031;6881.918
46;1993;81.031;6881.918
46;1994;81.031;6881.918
46;1995;81.031;6881.918
46;1996;81.031;6881.918
46;1997;81.031;6881.918
46;1998;81.031;6881.918
46;1999;81.031;6881.918
46;2000;81.031;6881.918
46;2001;81.031;6881.918
46;2002;81.031;6881.918
46;2003;81.031;6881.918
46;2004;81.031;6881.918
46;2005;81.031;6881.918
46;2006;81.031;6881.918
46;2007;81.031;6881.918
46;2008;81.031;6881.918
46;2009;81.031;6881.918
46;2010;81.031;6881.918
46;2011;81.031;6881.918
46;2012;81.031;6881.918
46;2013;81.031;6881.918
46;2014;81.031;6881.918
46;2015;81.031;6881.918
46;2016;81.031;6881.918
46;2017;81.031;6881.918
47;1982;80.773;6734.531
47;1983;80.773;6734.531
47;1984;80.773;6734.531
47;1985;80.773;6734.531
47;1986;80.773;6734.531
47;1987;80.773;6734.531
47;1988;80.773;6734.531
47;1989;80.773;6734.531
47;1990;80.773;6734.531
47;1991;80.773;6734.531
47;1992;80.773;6734.531
47;1993;80.773;6734.531
47;1994;80.773;6734.531
47;1995;80.773;6734.531
47;1996;80.773;6734.531
47;1997;80.773;6734.531
47;1998;80.773;6734.531
47;1999;80.773;6734.531
47;2000;80.773;6734.531
47;2001;80.773;6734.531
47;2002;80.773;6734.531
47;2003;80.773;6734.531
47;2004;80.773;6734.531
47;2005;80.773;6734.531
47;2006;80.773;6734.531
47;2007;80.773;6734.531
47;2008;80.773;6734.531
47;2009;80.773;6734.531
47;2010;80.773;6734.531
47;2011;80.773;6734.531
47;2012;80.773;6734.531
47;2013;80.773;6734.531
47;2014;80.773;6734.531
47;2015;80.773;6734.531
47;2016;80.773;6734.531
47;2017;80.773;6734.531
48;1982;65.74;7349.289
48;1983;65.74;7349.289
48;1984;65.74;7349.289
48;1985;65.74;7349.289
48;1986;65.74;7349.289
48;1987;65.74;7349.289
48;1988;65.74;7349.289
48;1989;65.74;7349.289
48;1990;65.74;7349.289
48;1991;65.74;7349.289
48;1992;65.74;7349.289
48;1993;65.74;7349.289
48;1994;65.74;7349.289
48;1995;65.74;7349.289
48;1996;65.74;7349.289
48;1997;65.74;7349.289
48;1998;65.74;7349.289
48;1999;65.74;7349.289
48;2000;65.74;7349.289
48;2001;65.74;7349.289
48;2002;65.74;7349.289
48;2003;65.74;7349.289
48;2004;65.74;7349.289
48;2005;65.74;7349.289
48;2006;65.74;7349.289
48;2007;65.74;7349.289
48;2008;65.74;7349.289
48;2009;65.74;7349.289
48;2010;65.74;7349.289
48;2011;65.74;7349.289
48;2012;65.74;7349.289
48;2013;65.74;7349.289
48;2014;65.74;7349.289
48;2015;65.74;7349.289
48;2016;65.74;7349.289
48;2017;65.74;7349.289
49;1982;65.749;7405.264
49;1983;65.749;7405.264
49;1984;65.749;7405.264
49;1985;65.749;7405.264
49;1986;65.749;7405.264
49;1987;65.749;7405.264
49;1988;65.749;7405.264
49;1989;65.749;7405.264
49;1990;65.749;7405.264
49;1991;65.749;7405.264
49;1992;65.749;7405.264
49;1993;65.749;7405.264
49;1994;65.749;7405.264
49;1995;65.749;7405.264
49;1996;65.749;7405.264
49;1997;65.749;7405.264
49;1998;65.749;7405.264
49;1999;65.749;7405.264
49;2000;65.749;7405.264
49;2001;65.749;7405.264
49;2002;65.749;7405.264
49;2003;65.749;7405.264
49;2004;65.749;7405.264
49;2005;65.749;7405.264
49;2006;65.749;7405.264
49;2007;65.749;7405.264
49;2008;65.749;7405.264
49;2009;65.749;7405.264
49;2010;65.749;7405.264
49;2011;65.749;7405.264
49;2012;65.749;7405.264
49;2013;65.749;7405.264
49;2014;65.749;7405.264
49;2015;65.749;7405.264
49;2016;65.749;7405.264
49;2017;65.749;7405.264
50;1982;73.71;7405.177
50;1983;73.71;7405.177
50;1984;73.71;7405.177
50;1985;73.71;7405.177
50;1986;73.71;7405.177
50;1987;73.71;7405.177
50;1988;73.71;7405.177
50;1989;73.71;7405.177
50;1990;73.71;7405.177
50;1991;73.71;7405.177
50;1992;73.71;7405.177
50;1993;73.71;7405.177
50;1994;73.71;7405.177
50;1995;73.71;7405.177
50;1996;73.71;7405.177
50;1997;73.71;7405.177
50;1998;73.71;7405.177
50;1999;73.71;7405.177
50;2000;73.71;7405.177
50;2001;73.71;7405.177
50;2002;73.71;7405.177
50;2003;73.71;7405.177
50;2004;73.71;7405.177
50;2005;73.71;7405.177
50;2006;73.71;7405.177
50;2007;73.71;7405.177
50;2008;73.71;7405.177
50;2009;73.71;7405.177
50;2010;73.71;7405.177
50;2011;73.71;7405.177
50;2012;73.71;7405.177
50;2013;73.71;7405.177
50;2014;73.71;7405.177
50;2015;73.71;7405.177
50;2016;73.71;7405.177
50;2017;73.71;7405.177
51;1982;98.632;6488.267
51;1983;98.632;6488.267
51;1984;98.632;6488.267
51;1985;98.632;6488.267
51;1986;98.632;6488.267
51;1987;98.632;6488.267
51;1988;98.632;6488.267
51;1989;98.632;6488.267
51;1990;98.632;6488.267
51;1991;98.632;6488.267
51;1992;98.632;6488.267
51;1993;98.632;6488.267
51;1994;98.632;6488.267
51;1995;98.632;6488.267
51;1996;98.632;6488.267
51;1997;98.632;6488.267
51;1998;98.632;6488.267
51;1999;98.632;6488.267
51;2000;98.632;6488.267
51;2001;98.632;6488.267
51;2002;98.632;6488.267
51;2003;98.632;6488.267
51;2004;98.632;6488.267
51;2005;98.632;6488.267
51;2006;98.632;6488.267
51;2007;98.632;6488.267
51;2008;98.632;6488.267
51;2009;98.632;6488.267
51;2010;98.632;6488.267
51;2011;98.632;6488.267
51;2012;98.632;6488.267
51;2013;98.632;6488.267
51;2014;98.632;6488.267
51;2015;98.632;6488.267
51;2016;98.632;6488.267
51;2017;98.632;6488.267
52;1982;84.044;6264.093
52;1983;84.044;6264.093
52;1984;84.044;6264.093
52;1985;84.044;6264.093
52;1986;84.044;6264.093
52;1987;84.044;6264.093
52;1988;84.044;6264.093
52;1989;84.044;6264.093
52;1990;84.044;6264.093
52;1991;84.044;6264.093
52;1992;84.044;6264.093
52;1993;84.044;6264.093
52;1994;84.044;6264.093
52;1995;84.044;6264.093
52;1996;84.044;6264.093
52;1997;84.044;6264.093
52;1998;84.044;6264.093
52;1999;84.044;6264.093
52;2000;84.044;6264.093
52;2001;84.044;6264.093
52;2002;84.044;6264.093
52;2003;84.044;6264.093
52;2004;84.044;6264.093
52;2005;84.044;6264.093
52;2006;84.044;6264.093
52;2007;84.044;6264.093
52;2008;84.044;6264.093
52;2009;84.044;6264.093
52;2010;84.044;6264.093
52;2011;84.044;6264.093
52;2012;84.044;6264.093
52;2013;84.044;6264.093
52;2014;84.044;6264.093
52;2015;84.044;6264.093
52;2016;84.044;6264.093
52;2017;84.044;6264.093
53;1982;85.636;6327.543
53;1983;85.636;6327.543
53;1984;85.636;6327.543
53;1985;85.636;6327.543
53;1986;85.636;6327.543
53;1987;85.636;6327.543
53;1988;85.636;6327.543
53;1989;85.636;6327.543
53;1990;85.636;6327.543
53;1991;85.636;6327.543
53;1992;85.636;6327.543
53;1993;85.636;6327.543
53;1994;85.636;6327.543
53;1995;85.636;6327.543
53;1996;85.636;6327.543
53;1997;85.636;6327.543
53;1998;85.636;6327.543
53;1999;85.636;6327.543
53;2000;85.636;6327.543
53;2001;85.636;6327.543
53;2002;85.636;6327.543
53;2003;85.636;6327.543
53;2004;85.636;6327.543
53;2005;85.636;6327.543
53;2006;85.636;6327.543
53;2007;85.636;6327.543
53;2008;85.636;6327.543
53;2009;85.636;6327.543
53;2010;85.636;6327.543
53;2011;85.636;6327.543
53;2012;85.636;6327.543
53;2013;85.636;6327.543
53;2014;85.636;6327.543
53;2015;85.636;6327.543
53;2016;85.636;6327.543
53;2017;85.636;6327.543
